date,disease,Region,type,incident_cases,incident_cases_low,incident_cases_upp,rate,rate_low,rate_up
2/25/19,malaria,CABO DELGADO,Observado,21680,21680,21680,879.6768492237518,879.6768492237518,879.6768492237518
3/4/19,malaria,CABO DELGADO,Observado,18460,18460,18460,748.6128295980275,748.6128295980275,748.6128295980275
3/11/19,malaria,CABO DELGADO,Observado,21811,21811,21811,884.0217732564585,884.0217732564585,884.0217732564585
3/18/19,malaria,CABO DELGADO,Observado,20073,20073,20073,813.1330512009993,813.1330512009993,813.1330512009993
3/25/19,malaria,CABO DELGADO,Observado,19607,19607,19607,793.8209461645826,793.8209461645826,793.8209461645826
4/1/19,malaria,CABO DELGADO,Observado,20473,20473,20473,828.4286273139752,828.4286273139752,828.4286273139752
4/8/19,malaria,CABO DELGADO,Observado,19472,19472,19472,787.4926496102574,787.4926496102574,787.4926496102574
4/15/19,malaria,CABO DELGADO,Observado,20887,20887,20887,844.2566321768387,844.2566321768387,844.2566321768387
4/22/19,malaria,CABO DELGADO,Observado,14137,14137,14137,571.1016537817039,571.1016537817039,571.1016537817039
4/29/19,malaria,CABO DELGADO,Observado,14677,14677,14677,592.5927834237247,592.5927834237247,592.5927834237247
5/6/19,malaria,CABO DELGADO,Observado,17017,17017,17017,686.6976495422113,686.6976495422113,686.6976495422113
5/13/19,malaria,CABO DELGADO,Observado,19090,19090,19090,769.9375574032694,769.9375574032694,769.9375574032694
5/20/19,malaria,CABO DELGADO,Observado,17845,17845,17845,719.3317719930517,719.3317719930517,719.3317719930517
5/27/19,malaria,CABO DELGADO,Observado,16090,16090,16090,648.2342566190752,648.2342566190752,648.2342566190752
6/3/19,malaria,CABO DELGADO,Observado,16205,16205,16205,652.5223538749747,652.5223538749747,652.5223538749747
6/10/19,malaria,CABO DELGADO,Observado,18372,18372,18372,739.3656060082426,739.3656060082426,739.3656060082426
6/17/19,malaria,CABO DELGADO,Observado,19448,19448,19448,782.2424552,782.2424552,782.2424552
6/24/19,malaria,CABO DELGADO,Observado,18466,18466,18466,742.3402807842172,742.3402807842172,742.3402807842172
7/1/19,malaria,CABO DELGADO,Observado,21188,21188,21188,851.3027704087946,851.3027704087946,851.3027704087946
7/8/19,malaria,CABO DELGADO,Observado,19843,19843,19843,796.8295476266583,796.8295476266583,796.8295476266583
7/15/19,malaria,CABO DELGADO,Observado,18058,18058,18058,724.7561171615679,724.7561171615679,724.7561171615679
7/22/19,malaria,CABO DELGADO,Observado,17911,17911,17911,718.4662073446266,718.4662073446266,718.4662073446266
7/29/19,malaria,CABO DELGADO,Observado,17237,17237,17237,691.0549674288442,691.0549674288442,691.0549674288442
8/5/19,malaria,CABO DELGADO,Observado,15482,15482,15482,620.3581634000451,620.3581634000451,620.3581634000451
8/12/19,malaria,CABO DELGADO,Observado,12830,12830,12830,513.8149653699364,513.8149653699364,513.8149653699364
8/19/19,malaria,CABO DELGADO,Observado,14364,14364,14364,574.9370172,574.9370172,574.9370172
8/26/19,malaria,CABO DELGADO,Observado,15121,15121,15121,604.9093505304651,604.9093505304651,604.9093505304651
9/2/19,malaria,CABO DELGADO,Observado,13999,13999,13999,559.7213003931256,559.7213003931256,559.7213003931256
9/9/19,malaria,CABO DELGADO,Observado,13855,13855,13855,553.6642914674011,553.6642914674011,553.6642914674011
9/16/19,malaria,CABO DELGADO,Observado,13566,13566,13566,541.8225648000843,541.8225648000843,541.8225648000843
9/23/19,malaria,CABO DELGADO,Observado,10478,10478,10478,418.2626516514551,418.2626516514551,418.2626516514551
9/30/19,malaria,CABO DELGADO,Previsto,12700,11172,14524,506.66790430930143,445.7297695181408,579.4718822203687
10/7/19,malaria,CABO DELGADO,Previsto,13150,11380,15104,524.3390522075356,453.77975911370464,602.2547737
10/14/19,malaria,CABO DELGADO,Previsto,13312,11526,15211,530.5447381898352,459.33728557070447,606.2044767788291
10/21/19,malaria,CABO DELGADO,Previsto,12913,11103,15055,514.3507130135287,442.2456677801223,599.6868538
10/28/19,malaria,CABO DELGADO,Previsto,12620,10552,14697,502.4036821249316,420.0864856114793,585.0792860760034
11/4/19,malaria,CABO DELGADO,Previsto,11834,9744,14138,470.8573601518842,387.7182735643181,562.5448626210288
11/11/19,malaria,CABO DELGADO,Previsto,11438,9370,13802,454.87939744356896,372.64462301739474,548.8649253244979
11/18/19,malaria,CABO DELGADO,Previsto,11033,8912,13472,438.5261954470707,354.20073272957103,535.4573665399778
11/25/19,malaria,CABO DELGADO,Previsto,11031,8838,13648,438.1957224131753,351.0956491757124,542.1574558353874
12/2/19,malaria,CABO DELGADO,Previsto,10856,8626,13267,431.04119120800726,342.49883519665013,526.7611935211646
12/9/19,malaria,CABO DELGADO,Previsto,10623,8445,13321,421.54015028589856,335.13199180823176,528.6190164727735
12/16/19,malaria,CABO DELGADO,Previsto,11058,8770,13650,438.5663082765556,347.8188737707283,541.3840165199441
12/23/19,malaria,CABO DELGADO,Previsto,11617,9306,14462,460.4789091252234,368.8905086876823,573.2641653560718
12/30/19,malaria,CABO DELGADO,Previsto,13124,10581,16004,519.9473042333739,419.21989253433065,634.0672574635299
1/6/20,malaria,CABO DELGADO,Previsto,16167,13341,19199,640.1772383857924,528.2635109229361,760.2153034291586
1/13/20,malaria,CABO DELGADO,Previsto,18212,15158,21163,720.7597776272615,599.8714391942295,837.5594271181768
10/1/18,malaria,GAZA,Observado,7540,7540,7540,525.5397324,525.5397324,525.5397324
10/8/18,malaria,GAZA,Observado,7471,7471,7471,520.6709972375056,520.6709972375056,520.6709972375056
10/15/18,malaria,GAZA,Observado,7349,7349,7349,512.1101038063272,512.1101038063272,512.1101038063272
10/22/18,malaria,GAZA,Observado,6878,6878,6878,479.2341087081167,479.2341087081167,479.2341087081167
10/29/18,malaria,GAZA,Observado,7108,7108,7108,495.2031814033756,495.2031814033756,495.2031814033756
11/5/18,malaria,GAZA,Observado,7338,7338,7338,511.1686113729645,511.1686113729645,511.1686113729645
11/12/18,malaria,GAZA,Observado,7755,7755,7755,540.1554242783847,540.1554242783847,540.1554242783847
11/19/18,malaria,GAZA,Observado,7962,7962,7962,554.5102616220605,554.5102616220605,554.5102616220605
11/26/18,malaria,GAZA,Observado,7585,7585,7585,528.1940197,528.1940197,528.1940197
12/3/18,malaria,GAZA,Observado,7492,7492,7492,521.6583331806846,521.6583331806846,521.6583331806846
12/10/18,malaria,GAZA,Observado,7044,7044,7044,490.4087604574752,490.4087604574752,490.4087604574752
12/17/18,malaria,GAZA,Observado,5420,5420,5420,377.3016080834429,377.3016080834429,377.3016080834429
12/24/18,malaria,GAZA,Observado,4137,4137,4137,287.9555102552526,287.9555102552526,287.9555102552526
12/31/18,malaria,GAZA,Observado,3329,3329,3329,231.68833916556008,231.68833916556008,231.68833916556008
1/7/19,malaria,GAZA,Observado,4498,4498,4498,313.0472062381163,313.0472062381163,313.0472062381163
1/14/19,malaria,GAZA,Observado,4428,4428,4428,308.13808615972056,308.13808615972056,308.13808615972056
1/21/19,malaria,GAZA,Observado,5108,5108,5108,355.4152439762628,355.4152439762628,355.4152439762628
1/28/19,malaria,GAZA,Observado,5205,5205,5205,362.1206543313919,362.1206543313919,362.1206543313919
2/4/19,malaria,GAZA,Observado,4002,4002,4002,278.39219384564103,278.39219384564103,278.39219384564103
2/11/19,malaria,GAZA,Observado,5983,5983,5983,416.1466327403118,416.1466327403118,416.1466327403118
2/18/19,malaria,GAZA,Observado,6970,6970,6970,484.73857231891895,484.73857231891895,484.73857231891895
2/25/19,malaria,GAZA,Observado,7496,7496,7496,521.2568855,521.2568855,521.2568855
3/4/19,malaria,GAZA,Observado,8539,8539,8539,593.7131560036428,593.7131560036428,593.7131560036428
3/11/19,malaria,GAZA,Observado,9081,9081,9081,631.3217809463757,631.3217809463757,631.3217809463757
3/18/19,malaria,GAZA,Observado,8318,8318,8318,578.2071503820899,578.2071503820899,578.2071503820899
3/25/19,malaria,GAZA,Observado,8234,8234,8234,572.2988270071438,572.2988270071438,572.2988270071438
4/1/19,malaria,GAZA,Observado,7521,7521,7521,522.6789851967238,522.6789851967238,522.6789851967238
4/8/19,malaria,GAZA,Observado,7511,7511,7511,521.9208856603435,521.9208856603435,521.9208856603435
4/15/19,malaria,GAZA,Observado,6940,6940,6940,482.18517642408335,482.18517642408335,482.18517642408335
4/22/19,malaria,GAZA,Observado,7658,7658,7658,532.0068485314196,532.0068485314196,532.0068485314196
4/29/19,malaria,GAZA,Observado,8669,8669,8669,602.1689345226712,602.1689345226712,602.1689345226712
5/6/19,malaria,GAZA,Observado,10369,10369,10369,720.1678135202537,720.1678135202537,720.1678135202537
5/13/19,malaria,GAZA,Observado,10796,10796,10796,749.7339968907655,749.7339968907655,749.7339968907655
5/20/19,malaria,GAZA,Observado,10064,10064,10064,698.8153863517247,698.8153863517247,698.8153863517247
5/27/19,malaria,GAZA,Observado,8360,8360,8360,580.4243399675879,580.4243399675879,580.4243399675879
6/3/19,malaria,GAZA,Observado,7329,7329,7329,508.7818088756048,508.7818088756048,508.7818088756048
6/10/19,malaria,GAZA,Observado,6541,6541,6541,454.02369980967313,454.02369980967313,454.02369980967313
6/17/19,malaria,GAZA,Observado,5766,5766,5766,400.1810686133979,400.1810686133979,400.1810686133979
6/24/19,malaria,GAZA,Observado,5907,5907,5907,409.9174496046705,409.9174496046705,409.9174496046705
7/1/19,malaria,GAZA,Observado,5965,5965,5965,413.89237261127295,413.89237261127295,413.89237261127295
7/8/19,malaria,GAZA,Observado,5573,5573,5573,386.6460381442655,386.6460381442655,386.6460381442655
7/15/19,malaria,GAZA,Observado,5553,5553,5553,385.2119466,385.2119466,385.2119466
7/22/19,malaria,GAZA,Observado,5542,5542,5542,384.4024565561101,384.4024565561101,384.4024565561101
7/29/19,malaria,GAZA,Observado,6903,6903,6903,478.74590435356896,478.74590435356896,478.74590435356896
8/5/19,malaria,GAZA,Observado,6171,6171,6171,427.9276179661421,427.9276179661421,427.9276179661421
8/12/19,malaria,GAZA,Observado,5764,5764,5764,399.6559839459187,399.6559839459187,399.6559839459187
8/19/19,malaria,GAZA,Observado,5116,5116,5116,354.68307732739606,354.68307732739606,354.68307732739606
8/26/19,malaria,GAZA,Observado,7290,7290,7290,505.3415998836701,505.3415998836701,505.3415998836701
9/2/19,malaria,GAZA,Observado,7114,7114,7114,493.0818087564259,493.0818087564259,493.0818087564259
9/9/19,malaria,GAZA,Observado,7000,7000,7000,485.1217685,485.1217685,485.1217685
9/16/19,malaria,GAZA,Observado,6990,6990,6990,484.3703026155034,484.3703026155034,484.3703026155034
9/23/19,malaria,GAZA,Observado,5491,5491,5491,380.4515799242775,380.4515799242775,380.4515799242775
9/30/19,malaria,GAZA,Previsto,6115,5065,7624,423.6599552489615,350.8871964221182,528.1918598171937
10/7/19,malaria,GAZA,Previsto,6470,5238,7878,448.1679828203776,362.8525075205426,545.7079013551242
10/14/19,malaria,GAZA,Previsto,6621,5412,8193,458.5740751144923,374.8094923886057,567.4777346962763
10/21/19,malaria,GAZA,Previsto,6763,5433,8501,468.3270722645634,376.2194174863181,588.6915224181228
10/28/19,malaria,GAZA,Previsto,6889,5376,8747,477.0008289583996,372.2602501338166,605.6593477
11/4/19,malaria,GAZA,Previsto,6976,5290,8770,483.0016759194688,366.2428518920512,607.1986966888073
11/11/19,malaria,GAZA,Previsto,6694,4976,8628,463.4455618,344.4440166951214,597.2969345
11/18/19,malaria,GAZA,Previsto,6458,4690,8405,447.0373201781157,324.6361965,581.7804276
11/25/19,malaria,GAZA,Previsto,6423,4645,8608,444.5605807315038,321.4625787844514,595.7363278754373
12/2/19,malaria,GAZA,Previsto,6710,4859,8862,464.3836451753226,336.28866137196707,613.2623797803909
12/9/19,malaria,GAZA,Previsto,6534,4646,8700,452.13092459671975,321.4635025273501,601.9935952176343
12/16/19,malaria,GAZA,Previsto,5913,3972,8239,409.0913395804573,274.7910635733606,570.0134699899576
12/23/19,malaria,GAZA,Previsto,5460,3580,7706,377.6948928841015,247.6266832845886,533.0815325
12/30/19,malaria,GAZA,Previsto,5424,3560,8136,375.17601393331154,246.2094032843168,562.7469108040452
1/6/20,malaria,GAZA,Previsto,5646,3498,8299,390.4757957786304,241.91968302455268,573.9941328593736
1/13/20,malaria,GAZA,Previsto,5645,3611,8405,390.3307032323557,249.7040042858565,581.1936671691399
10/1/18,malaria,INHAMBANE,Observado,12101,12101,12101,799.9826794924364,799.9826794924364,799.9826794924364
10/8/18,malaria,INHAMBANE,Observado,11508,11508,11508,760.6337801344121,760.6337801344121,760.6337801344121
10/15/18,malaria,INHAMBANE,Observado,11990,11990,11990,792.3396458670829,792.3396458670829,792.3396458670829
10/22/18,malaria,INHAMBANE,Observado,11957,11957,11957,790.0069239514204,790.0069239514204,790.0069239514204
10/29/18,malaria,INHAMBANE,Observado,11634,11634,11634,768.5182911502264,768.5182911502264,768.5182911502264
11/5/18,malaria,INHAMBANE,Observado,11428,11428,11428,754.7652162179521,754.7652162179521,754.7652162179521
11/12/18,malaria,INHAMBANE,Observado,11868,11868,11868,783.6744645,783.6744645,783.6744645
11/19/18,malaria,INHAMBANE,Observado,11446,11446,11446,755.6634703991407,755.6634703991407,755.6634703991407
11/26/18,malaria,INHAMBANE,Observado,12196,12196,12196,805.0236649097369,805.0236649097369,805.0236649097369
12/3/18,malaria,INHAMBANE,Observado,13406,13406,13406,884.7223679600904,884.7223679600904,884.7223679600904
12/10/18,malaria,INHAMBANE,Observado,14713,14713,14713,970.7906931560216,970.7906931560216,970.7906931560216
12/17/18,malaria,INHAMBANE,Observado,12275,12275,12275,809.7714536469579,809.7714536469579,809.7714536469579
12/24/18,malaria,INHAMBANE,Observado,11121,11121,11121,733.5021844981529,733.5021844981529,733.5021844981529
12/31/18,malaria,INHAMBANE,Observado,12032,12032,12032,793.4362145073798,793.4362145073798,793.4362145073798
1/7/19,malaria,INHAMBANE,Observado,16558,16558,16558,1091.8980086280912,1091.8980086280912,1091.8980086280912
1/14/19,malaria,INHAMBANE,Observado,14543,14543,14543,958.8325044366104,958.8325044366104,958.8325044366104
1/21/19,malaria,INHAMBANE,Observado,15281,15281,15281,1007.2913047784954,1007.2913047784954,1007.2913047784954
1/28/19,malaria,INHAMBANE,Observado,14896,14896,14896,981.7198106475378,981.7198106475378,981.7198106475378
2/4/19,malaria,INHAMBANE,Observado,12451,12451,12451,820.4209148613382,820.4209148613382,820.4209148613382
2/11/19,malaria,INHAMBANE,Observado,15575,15575,15575,1026.0656789214595,1026.0656789214595,1026.0656789214595
2/18/19,malaria,INHAMBANE,Observado,15752,15752,15752,1037.5223029472832,1037.5223029472832,1037.5223029472832
2/25/19,malaria,INHAMBANE,Observado,16013,16013,16013,1054.5060868106516,1054.5060868106516,1054.5060868106516
3/4/19,malaria,INHAMBANE,Observado,16834,16834,16834,1108.3537015859388,1108.3537015859388,1108.3537015859388
3/11/19,malaria,INHAMBANE,Observado,16825,16825,16825,1107.5435412153392,1107.5435412153392,1107.5435412153392
3/18/19,malaria,INHAMBANE,Observado,14159,14159,14159,931.865036,931.865036,931.865036
3/25/19,malaria,INHAMBANE,Observado,14454,14454,14454,951.0934744230152,951.0934744230152,951.0934744230152
4/1/19,malaria,INHAMBANE,Observado,14613,14613,14613,961.3671292491176,961.3671292491176,961.3671292491176
4/8/19,malaria,INHAMBANE,Observado,14016,14016,14016,921.9104186039629,921.9104186039629,921.9104186039629
4/15/19,malaria,INHAMBANE,Observado,12898,12898,12898,848.2068456353758,848.2068456353758,848.2068456353758
4/22/19,malaria,INHAMBANE,Observado,12803,12803,12803,841.7942002362704,841.7942002362704,841.7942002362704
4/29/19,malaria,INHAMBANE,Observado,13749,13749,13749,903.8161463,903.8161463,903.8161463
5/6/19,malaria,INHAMBANE,Observado,15150,15150,15150,995.7181717163354,995.7181717163354,995.7181717163354
5/13/19,malaria,INHAMBANE,Observado,16816,16816,16816,1104.9975933315377,1104.9975933315377,1104.9975933315377
5/20/19,malaria,INHAMBANE,Observado,16597,16597,16597,1090.3930568017706,1090.3930568017706,1090.3930568017706
5/27/19,malaria,INHAMBANE,Observado,15750,15750,15750,1034.5438616533652,1034.5438616533652,1034.5438616533652
6/3/19,malaria,INHAMBANE,Observado,14316,14316,14316,940.1668264675294,940.1668264675294,940.1668264675294
6/10/19,malaria,INHAMBANE,Observado,12519,12519,12519,821.9923446479722,821.9923446479722,821.9923446479722
6/17/19,malaria,INHAMBANE,Observado,11944,11944,11944,784.0844570337458,784.0844570337458,784.0844570337458
6/24/19,malaria,INHAMBANE,Observado,10514,10514,10514,690.0744631351754,690.0744631351754,690.0744631351754
7/1/19,malaria,INHAMBANE,Observado,11036,11036,11036,724.1935048093686,724.1935048093686,724.1935048093686
7/8/19,malaria,INHAMBANE,Observado,12152,12152,12152,797.2704378459396,797.2704378459396,797.2704378459396
7/15/19,malaria,INHAMBANE,Observado,12263,12263,12263,804.3954619489554,804.3954619489554,804.3954619489554
7/22/19,malaria,INHAMBANE,Observado,11268,11268,11268,738.9834664027212,738.9834664027212,738.9834664027212
7/29/19,malaria,INHAMBANE,Observado,11508,11508,11508,754.5755923994537,754.5755923994537,754.5755923994537
8/5/19,malaria,INHAMBANE,Observado,10728,10728,10728,703.2936532140084,703.2936532140084,703.2936532140084
8/12/19,malaria,INHAMBANE,Observado,10646,10646,10646,697.7814904,697.7814904,697.7814904
8/19/19,malaria,INHAMBANE,Observado,10489,10489,10489,687.3566442224038,687.3566442224038,687.3566442224038
8/26/19,malaria,INHAMBANE,Observado,11924,11924,11924,781.2411310009069,781.2411310009069,781.2411310009069
9/2/19,malaria,INHAMBANE,Observado,11746,11746,11746,769.4284293822619,769.4284293822619,769.4284293822619
9/9/19,malaria,INHAMBANE,Observado,11215,11215,11215,734.5013976975459,734.5013976975459,734.5013976975459
9/16/19,malaria,INHAMBANE,Observado,11114,11114,11114,727.7444028601847,727.7444028601847,727.7444028601847
9/23/19,malaria,INHAMBANE,Observado,9768,9768,9768,639.4834095654585,639.4834095654585,639.4834095654585
9/30/19,malaria,INHAMBANE,Previsto,10439,9227,11919,683.2493962589999,603.9729606901255,780.1710582595906
10/7/19,malaria,INHAMBANE,Previsto,10663,9307,12565,697.7846056678313,609.0677156424734,822.2429171773903
10/14/19,malaria,INHAMBANE,Previsto,11000,9404,13014,719.7009185328068,615.2831307150591,851.4918850485914
10/21/19,malaria,INHAMBANE,Previsto,11114,9463,13184,727.0389178262257,619.0188436,862.4481724134505
10/28/19,malaria,INHAMBANE,Previsto,11199,9403,13344,732.4610411876397,614.9928200605642,872.7166381500502
11/4/19,malaria,INHAMBANE,Previsto,11248,9301,13340,735.5245471985035,608.2262195712034,872.3214861239991
11/11/19,malaria,INHAMBANE,Previsto,11319,9140,13601,740.0268519178253,597.5636466,889.2215995
11/18/19,malaria,INHAMBANE,Previsto,11465,9302,14192,749.4346398661116,608.0319557983678,927.6351116981356
11/25/19,malaria,INHAMBANE,Previsto,11831,9453,14546,773.1756676,617.7440057063476,950.6267210781692
12/2/19,malaria,INHAMBANE,Previsto,12149,9663,14796,793.8259136798922,631.3475393908683,966.7478622
12/9/19,malaria,INHAMBANE,Previsto,12374,9799,15444,808.3738748,640.1293339377901,1008.9055939358456
12/16/19,malaria,INHAMBANE,Previsto,12317,9605,15167,804.4787986,627.3686382431695,990.6472166823823
12/23/19,malaria,INHAMBANE,Previsto,11997,9251,14992,783.4151083471424,604.0714223936785,978.9926668709016
12/30/19,malaria,INHAMBANE,Previsto,12608,9658,15690,823.1647831609082,630.5458538966309,1024.3760515215445
1/6/20,malaria,INHAMBANE,Previsto,13987,10983,17143,913.0355830498602,716.9555613948053,1119.037907869605
1/13/20,malaria,INHAMBANE,Previsto,14424,11213,17694,941.3479079846786,731.8233240849133,1154.7484740677212
10/1/18,malaria,MANICA,Observado,6143,6143,6143,300.8754039105864,300.8754039105864,300.8754039105864
10/8/18,malaria,MANICA,Observado,6229,6229,6229,304.8979265952429,304.8979265952429,304.8979265952429
10/15/18,malaria,MANICA,Observado,5670,5670,5670,277.4249212110728,277.4249212110728,277.4249212110728
10/22/18,malaria,MANICA,Observado,5234,5234,5234,255.9237708810724,255.9237708810724,255.9237708810724
10/29/18,malaria,MANICA,Observado,5856,5856,5856,286.1868320539644,286.1868320539644,286.1868320539644
11/5/18,malaria,MANICA,Observado,6514,6514,6514,318.1999813114436,318.1999813114436,318.1999813114436
11/12/18,malaria,MANICA,Observado,7192,7192,7192,351.0903252011573,351.0903252011573,351.0903252011573
11/19/18,malaria,MANICA,Observado,7592,7592,7592,370.44978572965846,370.44978572965846,370.44978572965846
11/26/18,malaria,MANICA,Observado,7787,7787,7787,379.743707,379.743707,379.743707
12/3/18,malaria,MANICA,Observado,9261,9261,9261,451.3725004007817,451.3725004007817,451.3725004007817
12/10/18,malaria,MANICA,Observado,9646,9646,9646,469.8946785841701,469.8946785841701,469.8946785841701
12/17/18,malaria,MANICA,Observado,8983,8983,8983,437.3757522282232,437.3757522282232,437.3757522282232
12/24/18,malaria,MANICA,Observado,7888,7888,7888,383.8557304,383.8557304,383.8557304
12/31/18,malaria,MANICA,Observado,11586,11586,11586,563.5112597681851,563.5112597681851,563.5112597681851
1/7/19,malaria,MANICA,Observado,13835,13835,13835,672.8964507934439,672.8964507934439,672.8964507934439
1/14/19,malaria,MANICA,Observado,14795,14795,14795,719.1948980780977,719.1948980780977,719.1948980780977
1/21/19,malaria,MANICA,Observado,16589,16589,16589,805.9619139391403,805.9619139391403,805.9619139391403
1/28/19,malaria,MANICA,Observado,14886,14886,14886,722.8357587880785,722.8357587880785,722.8357587880785
2/4/19,malaria,MANICA,Observado,14559,14559,14559,706.5629330738944,706.5629330738944,706.5629330738944
2/11/19,malaria,MANICA,Observado,16401,16401,16401,795.5243365700762,795.5243365700762,795.5243365700762
2/18/19,malaria,MANICA,Observado,16746,16746,16746,811.8156698346285,811.8156698346285,811.8156698346285
2/25/19,malaria,MANICA,Observado,14895,14895,14895,721.7077938049829,721.7077938049829,721.7077938049829
3/4/19,malaria,MANICA,Observado,17271,17271,17271,836.3549225024278,836.3549225024278,836.3549225024278
3/11/19,malaria,MANICA,Observado,14955,14955,14955,723.8075999034766,723.8075999034766,723.8075999034766
3/18/19,malaria,MANICA,Observado,15488,15488,15488,749.1965665,749.1965665,749.1965665
3/25/19,malaria,MANICA,Observado,16614,16614,16614,803.2273538,803.2273538,803.2273538
4/1/19,malaria,MANICA,Observado,15252,15252,15252,736.9789001895663,736.9789001895663,736.9789001895663
4/8/19,malaria,MANICA,Observado,15692,15692,15692,757.8280200777098,757.8280200777098,757.8280200777098
4/15/19,malaria,MANICA,Observado,16224,16224,16224,783.0951371927652,783.0951371927652,783.0951371927652
4/22/19,malaria,MANICA,Observado,15568,15568,15568,751.0239215391064,751.0239215391064,751.0239215391064
4/29/19,malaria,MANICA,Observado,15382,15382,15382,741.6487005718822,741.6487005718822,741.6487005718822
5/6/19,malaria,MANICA,Observado,16772,16772,16772,808.2298764481732,808.2298764481732,808.2298764481732
5/13/19,malaria,MANICA,Observado,18446,18446,18446,888.4172688417516,888.4172688417516,888.4172688417516
5/20/19,malaria,MANICA,Observado,19060,19060,19060,917.4925614803416,917.4925614803416,917.4925614803416
5/27/19,malaria,MANICA,Observado,18272,18272,18272,879.0847328,879.0847328,879.0847328
6/3/19,malaria,MANICA,Observado,16044,16044,16044,771.4760123176816,771.4760123176816,771.4760123176816
6/10/19,malaria,MANICA,Observado,14003,14003,14003,672.9706315688834,672.9706315688834,672.9706315688834
6/17/19,malaria,MANICA,Observado,13020,13020,13020,625.3906497742715,625.3906497742715,625.3906497742715
6/24/19,malaria,MANICA,Observado,10834,10834,10834,520.1094370936689,520.1094370936689,520.1094370936689
7/1/19,malaria,MANICA,Observado,10928,10928,10928,524.3390689,524.3390689,524.3390689
7/8/19,malaria,MANICA,Observado,9469,9469,9469,454.0725077920994,454.0725077920994,454.0725077920994
7/15/19,malaria,MANICA,Observado,9466,9466,9466,453.7223386677299,453.7223386677299,453.7223386677299
7/22/19,malaria,MANICA,Observado,7876,7876,7876,377.2961778153133,377.2961778153133,377.2961778153133
7/29/19,malaria,MANICA,Observado,7997,7997,7997,382.8760774,382.8760774,382.8760774
8/5/19,malaria,MANICA,Observado,6863,6863,6863,328.4093948372526,328.4093948372526,328.4093948372526
8/12/19,malaria,MANICA,Observado,6928,6928,6928,331.3650747929162,331.3650747929162,331.3650747929162
8/19/19,malaria,MANICA,Observado,5949,5949,5949,284.3665049,284.3665049,284.3665049
8/26/19,malaria,MANICA,Observado,6450,6450,6450,308.1490427801095,308.1490427801095,308.1490427801095
9/2/19,malaria,MANICA,Observado,6177,6177,6177,294.94801119363416,294.94801119363416,294.94801119363416
9/9/19,malaria,MANICA,Observado,9024,9024,9024,430.65931473399627,430.65931473399627,430.65931473399627
9/16/19,malaria,MANICA,Observado,5533,5533,5533,263.9140073802288,263.9140073802288,263.9140073802288
9/23/19,malaria,MANICA,Observado,6917,6917,6917,329.75142750581546,329.75142750581546,329.75142750581546
9/30/19,malaria,MANICA,Previsto,7204,6034,8654,343.2593013001032,287.5095217735772,412.33254529727503
10/7/19,malaria,MANICA,Previsto,7416,6239,8943,353.1572248918707,297.08834615481686,425.8810716
10/14/19,malaria,MANICA,Previsto,7462,6230,9200,355.1638227,296.5376945325809,437.8690927706738
