"date","Region","incident_cases","incident_cases_low","incident_cases_upp","rate","rate_low","rate_up","type","disease"
"2015-01-08","Cabo Delgado",142.73919295942483,142.73919295942483,142.73919295942483,0.014273919295942482,0.014273919295942482,0.014273919295942482,"Observado","Malaria"
"2015-01-15","Cabo Delgado",138.59143868539664,138.59143868539664,138.59143868539664,0.013859143868539665,0.013859143868539665,0.013859143868539665,"Observado","Malaria"
"2015-01-22","Cabo Delgado",135.58244329124352,135.58244329124352,135.58244329124352,0.013558244329124352,0.013558244329124352,0.013558244329124352,"Observado","Malaria"
"2015-01-29","Cabo Delgado",132.99787382012585,132.99787382012585,132.99787382012585,0.013299787382012585,0.013299787382012585,0.013299787382012585,"Observado","Malaria"
"2015-02-05","Cabo Delgado",131.5987364005379,131.5987364005379,131.5987364005379,0.013159873640053788,0.013159873640053788,0.013159873640053788,"Observado","Malaria"
"2015-02-12","Cabo Delgado",127.94345644623758,127.94345644623758,127.94345644623758,0.012794345644623758,0.012794345644623758,0.012794345644623758,"Observado","Malaria"
"2015-02-19","Cabo Delgado",126.88632602751748,126.88632602751748,126.88632602751748,0.012688632602751748,0.012688632602751748,0.012688632602751748,"Observado","Malaria"
"2015-02-26","Cabo Delgado",124.44935655776986,124.44935655776986,124.44935655776986,0.012444935655776986,0.012444935655776986,0.012444935655776986,"Observado","Malaria"
"2015-03-05","Cabo Delgado",121.89858171424764,121.89858171424764,121.89858171424764,0.012189858171424765,0.012189858171424765,0.012189858171424765,"Observado","Malaria"
"2015-03-12","Cabo Delgado",121.12322389539847,121.12322389539847,121.12322389539847,0.012112322389539847,0.012112322389539847,0.012112322389539847,"Observado","Malaria"
"2015-03-19","Cabo Delgado",119.53559699852416,119.53559699852416,119.53559699852416,0.011953559699852416,0.011953559699852416,0.011953559699852416,"Observado","Malaria"
"2015-03-26","Cabo Delgado",120.2145117683038,120.2145117683038,120.2145117683038,0.01202145117683038,0.01202145117683038,0.01202145117683038,"Observado","Malaria"
"2015-04-02","Cabo Delgado",119.07811942598977,119.07811942598977,119.07811942598977,0.011907811942598977,0.011907811942598977,0.011907811942598977,"Observado","Malaria"
"2015-04-09","Cabo Delgado",120.4648132363798,120.4648132363798,120.4648132363798,0.01204648132363798,0.01204648132363798,0.01204648132363798,"Observado","Malaria"
"2015-04-16","Cabo Delgado",120.48428076954995,120.48428076954995,120.48428076954995,0.012048428076954996,0.012048428076954996,0.012048428076954996,"Observado","Malaria"
"2015-04-23","Cabo Delgado",118.89338850667228,118.89338850667228,118.89338850667228,0.011889338850667229,0.011889338850667229,0.011889338850667229,"Observado","Malaria"
"2015-04-30","Cabo Delgado",122.53975443005055,122.53975443005055,122.53975443005055,0.012253975443005055,0.012253975443005055,0.012253975443005055,"Observado","Malaria"
"2015-05-07","Cabo Delgado",122.65650279124696,122.65650279124696,122.65650279124696,0.012265650279124697,0.012265650279124697,0.012265650279124697,"Observado","Malaria"
"2015-05-14","Cabo Delgado",123.85492907830242,123.85492907830242,123.85492907830242,0.012385492907830241,0.012385492907830241,0.012385492907830241,"Observado","Malaria"
"2015-05-21","Cabo Delgado",127.17026262436934,127.17026262436934,127.17026262436934,0.012717026262436934,0.012717026262436934,0.012717026262436934,"Observado","Malaria"
"2015-05-28","Cabo Delgado",127.6304615747441,127.6304615747441,127.6304615747441,0.01276304615747441,0.01276304615747441,0.01276304615747441,"Observado","Malaria"
"2015-06-04","Cabo Delgado",129.95624703555387,129.95624703555387,129.95624703555387,0.012995624703555387,0.012995624703555387,0.012995624703555387,"Observado","Malaria"
"2015-06-11","Cabo Delgado",132.82705814504925,132.82705814504925,132.82705814504925,0.013282705814504926,0.013282705814504926,0.013282705814504926,"Observado","Malaria"
"2015-06-18","Cabo Delgado",133.9285162731079,133.9285162731079,133.9285162731079,0.013392851627310791,0.013392851627310791,0.013392851627310791,"Observado","Malaria"
"2015-06-25","Cabo Delgado",135.81496259531121,135.81496259531121,135.81496259531121,0.01358149625953112,0.01358149625953112,0.01358149625953112,"Observado","Malaria"
"2015-07-02","Cabo Delgado",137.3854598170471,137.3854598170471,137.3854598170471,0.013738545981704708,0.013738545981704708,0.013738545981704708,"Observado","Malaria"
"2015-07-09","Cabo Delgado",138.82175046965367,138.82175046965367,138.82175046965367,0.013882175046965366,0.013882175046965366,0.013882175046965366,"Observado","Malaria"
"2015-07-16","Cabo Delgado",140.61608028223947,140.61608028223947,140.61608028223947,0.014061608028223947,0.014061608028223947,0.014061608028223947,"Observado","Malaria"
"2015-07-23","Cabo Delgado",142.05578588985418,142.05578588985418,142.05578588985418,0.014205578588985418,0.014205578588985418,0.014205578588985418,"Observado","Malaria"
"2015-07-30","Cabo Delgado",143.13027431337068,143.13027431337068,143.13027431337068,0.014313027431337067,0.014313027431337067,0.014313027431337067,"Observado","Malaria"
"2015-08-06","Cabo Delgado",144.055467137371,144.055467137371,144.055467137371,0.0144055467137371,0.0144055467137371,0.0144055467137371,"Observado","Malaria"
"2015-08-13","Cabo Delgado",143.88693252528233,143.88693252528233,143.88693252528233,0.014388693252528234,0.014388693252528234,0.014388693252528234,"Observado","Malaria"
"2015-08-20","Cabo Delgado",141.10160780423263,141.10160780423263,141.10160780423263,0.014110160780423263,0.014110160780423263,0.014110160780423263,"Observado","Malaria"
"2015-08-27","Cabo Delgado",142.96928066552658,142.96928066552658,142.96928066552658,0.014296928066552658,0.014296928066552658,0.014296928066552658,"Observado","Malaria"
"2015-09-03","Cabo Delgado",143.6220470536681,143.6220470536681,143.6220470536681,0.01436220470536681,0.01436220470536681,0.01436220470536681,"Observado","Malaria"
"2015-09-10","Cabo Delgado",140.8773058573644,140.8773058573644,140.8773058573644,0.01408773058573644,0.01408773058573644,0.01408773058573644,"Observado","Malaria"
"2015-09-17","Cabo Delgado",142.23400798409557,142.23400798409557,142.23400798409557,0.014223400798409556,0.014223400798409556,0.014223400798409556,"Observado","Malaria"
"2015-09-24","Cabo Delgado",140.8731936055711,140.8731936055711,140.8731936055711,0.01408731936055711,0.01408731936055711,0.01408731936055711,"Observado","Malaria"
"2015-10-01","Cabo Delgado",138.4381190948607,138.4381190948607,138.4381190948607,0.013843811909486069,0.013843811909486069,0.013843811909486069,"Observado","Malaria"
"2015-10-08","Cabo Delgado",137.4871262190936,137.4871262190936,137.4871262190936,0.013748712621909359,0.013748712621909359,0.013748712621909359,"Observado","Malaria"
"2015-10-15","Cabo Delgado",135.0373691507554,135.0373691507554,135.0373691507554,0.01350373691507554,0.01350373691507554,0.01350373691507554,"Observado","Malaria"
"2015-10-22","Cabo Delgado",134.49519790020835,134.49519790020835,134.49519790020835,0.013449519790020835,0.013449519790020835,0.013449519790020835,"Observado","Malaria"
"2015-10-29","Cabo Delgado",131.88436157434825,131.88436157434825,131.88436157434825,0.013188436157434825,0.013188436157434825,0.013188436157434825,"Observado","Malaria"
"2015-11-05","Cabo Delgado",126.86431628525541,126.86431628525541,126.86431628525541,0.012686431628525542,0.012686431628525542,0.012686431628525542,"Observado","Malaria"
"2015-11-12","Cabo Delgado",123.78790748741254,123.78790748741254,123.78790748741254,0.012378790748741254,0.012378790748741254,0.012378790748741254,"Observado","Malaria"
"2015-11-19","Cabo Delgado",123.33490977625311,123.33490977625311,123.33490977625311,0.012333490977625311,0.012333490977625311,0.012333490977625311,"Observado","Malaria"
"2015-11-26","Cabo Delgado",121.62796894887487,121.62796894887487,121.62796894887487,0.012162796894887487,0.012162796894887487,0.012162796894887487,"Observado","Malaria"
"2015-12-03","Cabo Delgado",116.04894564131926,116.04894564131926,116.04894564131926,0.011604894564131926,0.011604894564131926,0.011604894564131926,"Observado","Malaria"
"2015-12-10","Cabo Delgado",115.03206674712794,115.03206674712794,115.03206674712794,0.011503206674712795,0.011503206674712795,0.011503206674712795,"Observado","Malaria"
"2015-12-17","Cabo Delgado",112.1562350079356,112.1562350079356,112.1562350079356,0.01121562350079356,0.01121562350079356,0.01121562350079356,"Observado","Malaria"
"2015-12-24","Cabo Delgado",107.8467484729467,107.8467484729467,107.8467484729467,0.01078467484729467,0.01078467484729467,0.01078467484729467,"Observado","Malaria"
"2015-12-31","Cabo Delgado",107.9337020250707,107.9337020250707,107.9337020250707,0.01079337020250707,0.01079337020250707,0.01079337020250707,"Observado","Malaria"
"2016-01-07","Cabo Delgado",105.57933753502752,105.57933753502752,105.57933753502752,0.010557933753502752,0.010557933753502752,0.010557933753502752,"Observado","Malaria"
"2016-01-14","Cabo Delgado",103.99818985074276,103.99818985074276,103.99818985074276,0.010399818985074276,0.010399818985074276,0.010399818985074276,"Observado","Malaria"
"2016-01-21","Cabo Delgado",101.24878389814535,101.24878389814535,101.24878389814535,0.010124878389814535,0.010124878389814535,0.010124878389814535,"Observado","Malaria"
"2016-01-28","Cabo Delgado",96.92501356843083,96.92501356843083,96.92501356843083,0.009692501356843082,0.009692501356843082,0.009692501356843082,"Observado","Malaria"
"2016-02-04","Cabo Delgado",97.95372313557911,97.95372313557911,97.95372313557911,0.00979537231355791,0.00979537231355791,0.00979537231355791,"Observado","Malaria"
"2016-02-11","Cabo Delgado",97.18157057199848,97.18157057199848,97.18157057199848,0.009718157057199847,0.009718157057199847,0.009718157057199847,"Observado","Malaria"
"2016-02-18","Cabo Delgado",94.79363230485521,94.79363230485521,94.79363230485521,0.00947936323048552,0.00947936323048552,0.00947936323048552,"Observado","Malaria"
"2016-02-25","Cabo Delgado",97.34189307886716,97.34189307886716,97.34189307886716,0.009734189307886715,0.009734189307886715,0.009734189307886715,"Observado","Malaria"
"2016-03-03","Cabo Delgado",98.57127609359456,98.57127609359456,98.57127609359456,0.009857127609359456,0.009857127609359456,0.009857127609359456,"Observado","Malaria"
"2016-03-10","Cabo Delgado",99.48700029347827,99.48700029347827,99.48700029347827,0.009948700029347828,0.009948700029347828,0.009948700029347828,"Observado","Malaria"
"2016-03-17","Cabo Delgado",100.68398209850433,100.68398209850433,100.68398209850433,0.010068398209850433,0.010068398209850433,0.010068398209850433,"Observado","Malaria"
"2016-03-24","Cabo Delgado",101.65661906355606,101.65661906355606,101.65661906355606,0.010165661906355606,0.010165661906355606,0.010165661906355606,"Observado","Malaria"
"2016-03-31","Cabo Delgado",102.70229398502302,102.70229398502302,102.70229398502302,0.010270229398502301,0.010270229398502301,0.010270229398502301,"Observado","Malaria"
"2016-04-07","Cabo Delgado",103.58903279578742,103.58903279578742,103.58903279578742,0.010358903279578741,0.010358903279578741,0.010358903279578741,"Observado","Malaria"
"2016-04-14","Cabo Delgado",106.58127449228368,106.58127449228368,106.58127449228368,0.010658127449228368,0.010658127449228368,0.010658127449228368,"Observado","Malaria"
"2016-04-21","Cabo Delgado",109.60019398023074,109.60019398023074,109.60019398023074,0.010960019398023074,0.010960019398023074,0.010960019398023074,"Observado","Malaria"
"2016-04-28","Cabo Delgado",113.02970756125913,113.02970756125913,113.02970756125913,0.011302970756125913,0.011302970756125913,0.011302970756125913,"Observado","Malaria"
"2016-05-05","Cabo Delgado",115.99509238554622,115.99509238554622,115.99509238554622,0.011599509238554621,0.011599509238554621,0.011599509238554621,"Observado","Malaria"
"2016-05-12","Cabo Delgado",118.60096389642213,118.60096389642213,118.60096389642213,0.011860096389642213,0.011860096389642213,0.011860096389642213,"Observado","Malaria"
"2016-05-19","Cabo Delgado",123.33564597999158,123.33564597999158,123.33564597999158,0.012333564597999159,0.012333564597999159,0.012333564597999159,"Observado","Malaria"
"2016-05-26","Cabo Delgado",127.12648609800834,127.12648609800834,127.12648609800834,0.012712648609800835,0.012712648609800835,0.012712648609800835,"Observado","Malaria"
"2016-06-02","Cabo Delgado",130.38350380441733,130.38350380441733,130.38350380441733,0.013038350380441733,0.013038350380441733,0.013038350380441733,"Observado","Malaria"
"2016-06-09","Cabo Delgado",135.04423010976006,135.04423010976006,135.04423010976006,0.013504423010976006,0.013504423010976006,0.013504423010976006,"Observado","Malaria"
"2016-06-16","Cabo Delgado",138.8485527630085,138.8485527630085,138.8485527630085,0.013884855276300852,0.013884855276300852,0.013884855276300852,"Observado","Malaria"
"2016-06-23","Cabo Delgado",142.79847856134907,142.79847856134907,142.79847856134907,0.014279847856134908,0.014279847856134908,0.014279847856134908,"Observado","Malaria"
"2016-06-30","Cabo Delgado",144.64320338502654,144.64320338502654,144.64320338502654,0.014464320338502654,0.014464320338502654,0.014464320338502654,"Observado","Malaria"
"2016-07-07","Cabo Delgado",147.04993406616433,147.04993406616433,147.04993406616433,0.014704993406616433,0.014704993406616433,0.014704993406616433,"Observado","Malaria"
"2016-07-14","Cabo Delgado",152.50416627770727,152.50416627770727,152.50416627770727,0.015250416627770727,0.015250416627770727,0.015250416627770727,"Observado","Malaria"
"2016-07-21","Cabo Delgado",153.45711794951762,153.45711794951762,153.45711794951762,0.015345711794951762,0.015345711794951762,0.015345711794951762,"Observado","Malaria"
"2016-07-28","Cabo Delgado",155.11319264046466,155.11319264046466,155.11319264046466,0.015511319264046466,0.015511319264046466,0.015511319264046466,"Observado","Malaria"
"2016-08-04","Cabo Delgado",157.27995146480933,157.27995146480933,157.27995146480933,0.015727995146480933,0.015727995146480933,0.015727995146480933,"Observado","Malaria"
"2016-08-11","Cabo Delgado",158.7267058750236,158.7267058750236,158.7267058750236,0.01587267058750236,0.01587267058750236,0.01587267058750236,"Observado","Malaria"
"2016-08-18","Cabo Delgado",161.30899886503045,161.30899886503045,161.30899886503045,0.016130899886503045,0.016130899886503045,0.016130899886503045,"Observado","Malaria"
"2016-08-25","Cabo Delgado",161.63700983765443,161.63700983765443,161.63700983765443,0.016163700983765444,0.016163700983765444,0.016163700983765444,"Observado","Malaria"
"2016-09-01","Cabo Delgado",160.6994305636169,160.6994305636169,160.6994305636169,0.01606994305636169,0.01606994305636169,0.01606994305636169,"Observado","Malaria"
"2016-09-08","Cabo Delgado",163.11546270485783,163.11546270485783,163.11546270485783,0.016311546270485783,0.016311546270485783,0.016311546270485783,"Observado","Malaria"
